what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.0.v200806051402,org.eclipse.wst.validation,1224609541481
started,bundle,org.eclipse.wst.web,1.1.202.v200805140200,org.eclipse.wst.web,1224609541481
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.0.v200806031937,org.eclipse.wst.ws.service.policy.ui,1224609541481
started,bundle,org.eclipse.wst.xml.core,1.1.300.v200806051910,org.eclipse.wst.xml.core,1224609541481
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1224609541965
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1224609541965
closed,view,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.internal.introview,1224609541981
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224609544043
started,bundle,org.eclipse.debug.core,3.4.0.v20080612,org.eclipse.debug.core,1224609550230
started,bundle,org.eclipse.jdt.launching,3.4.0.v20080529-1300,org.eclipse.jdt.launching,1224609550293
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1224609550777
started,bundle,org.eclipse.jst.servlet.ui,1.1.200.v200805150230,org.eclipse.jst.servlet.ui,1224609551059
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224609551137
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.import,1224609551137
started,bundle,org.eclipse.wst.dtd.core,1.1.200.v200805140200,org.eclipse.wst.dtd.core,1224609551621
started,bundle,org.eclipse.wst.sse.ui,1.1.0.v200806041847,org.eclipse.wst.sse.ui,1224609551637
started,bundle,org.eclipse.wst.html.ui,1.0.300.v200805152207,org.eclipse.wst.html.ui,1224609551637
started,bundle,org.eclipse.jst.jsp.core,1.2.100.v200806050300,org.eclipse.jst.jsp.core,1224609551684
started,bundle,org.eclipse.wst.wsdl.validation,1.1.301.v200805140300,org.eclipse.wst.wsdl.validation,1224609551699
started,bundle,org.eclipse.wst.xsd.core,1.1.300.v200805282012,org.eclipse.wst.xsd.core,1224609551715
started,bundle,org.eclipse.jdt.apt.core,3.3.100.v20080513-1235,org.eclipse.jdt.apt.core,1224609552012
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1224609552012
started,bundle,org.eclipse.jst.jee.ui,1.0.100.v200805221242,org.eclipse.jst.jee.ui,1224609556855
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1224609559480
started,bundle,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui,1224609560949
